# Mode_Initial: ST
# Mode_Cible: ECO
# Date: 2025-10-04 14:10:26
Timestamp,Elapsed,Phase,Phase_Progress,Mode,Temp_Eau,Consigne,Heater,Pump,Blower,Light,Frame
2025-10-04 14:10:52,25.4,Changement mode,15.4,SL,32.0,38.0,OFF,LOW,OFF,OFF,643F2B403F4C28031104010005000D00110108420000A9603F0000
2025-10-04 14:10:53,26.4,Changement mode,16.4,SL,32.0,38.0,OFF,LOW,OFF,OFF,643F2B403F4C29031104010005000D00110108420000A9603F0000
2025-10-04 14:10:54,27.4,Changement mode,17.4,SL,32.0,38.0,OFF,LOW,OFF,OFF,643F2B403F4C2A031104010005000D00110108420000A9603F0000
2025-10-04 14:10:55,28.4,Changement mode,18.4,SL,32.0,38.0,OFF,LOW,OFF,OFF,643F2B403F4C2B031104010005000D00110108420000A9603F0000
2025-10-04 14:10:56,29.4,Changement mode,19.4,SL,32.0,38.0,OFF,LOW,OFF,OFF,643F2B403F4C2C031104010005000D00110108420000A9603F0000
2025-10-04 14:10:57,30.4,Changement mode,20.4,SL,32.0,38.0,OFF,LOW,OFF,OFF,643F2B403F4C2D031104010005000D00110108420000A9603F0000
2025-10-04 14:10:58,31.4,Changement mode,21.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2E031104010005000D00110108420000A9603F0000
2025-10-04 14:10:59,32.4,Changement mode,22.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2F031104010005000D00110108420000A9603F0000
2025-10-04 14:11:00,33.4,Changement mode,23.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C30031104010005000D00110108420000A9603F0000
2025-10-04 14:11:01,34.4,Changement mode,24.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C31031104010005000D00110108420000A9603F0000
2025-10-04 14:11:02,35.4,Changement mode,25.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C32031104010005000D00110108420000A9603F0000
2025-10-04 14:11:03,36.4,Changement mode,26.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C33031104010005000D00110108420000A9603F0000
2025-10-04 14:11:04,37.4,Changement mode,27.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C34031104010005000D00110108420000A9603F0000
2025-10-04 14:11:05,38.4,Changement mode,28.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C35031104010005000D00110108420000A9603F0000
2025-10-04 14:11:06,39.4,Changement mode,29.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C36031104010005000D00110108420000A9603F0000
2025-10-04 14:11:07,40.4,Changement mode,30.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C37031104010005000D00110108420000A9603F0000
2025-10-04 14:11:08,41.4,Changement mode,31.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C38031104010005000D00110108420000A9603F0000
2025-10-04 14:11:09,42.4,Changement mode,32.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C39031104010005000D00110108420000A9603F0000
2025-10-04 14:11:10,43.4,Changement mode,33.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C3A031104010005000D00110108420000A9603F0000
2025-10-04 14:11:11,44.4,Changement mode,34.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C3B031104010005000D00110108420000A9603F0000
2025-10-04 14:11:12,45.4,Changement mode,35.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C00041104010005000D00110108420000A9603F0000
2025-10-04 14:11:13,46.4,Changement mode,36.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C01041104010005000D00110108420000A9603F0000
2025-10-04 14:11:14,47.4,Changement mode,37.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C02041104010005000D00110108420000A9603F0000
2025-10-04 14:11:15,48.4,Changement mode,38.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C03041104010005000D00110108420000A9603F0000
2025-10-04 14:11:16,49.4,Changement mode,39.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C04041104010005000D00110108420000A9603F0000
2025-10-04 14:11:17,50.4,Changement mode,40.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C05041104010005000D00110108420000A9603F0000
2025-10-04 14:11:18,51.4,Changement mode,41.4,SL,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C06041104010005000D00110108420000A9603F0000
2025-10-04 14:11:19,52.4,Changement mode,42.4,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C07041104010005000D00110108420000A9203F0000
2025-10-04 14:11:20,53.4,Changement mode,43.4,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C08041104010005000D00110108420000A9203F0000
2025-10-04 14:11:21,54.4,Changement mode,44.4,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C09041104010005000D00110108420000A9203F0000
2025-10-04 14:11:22,55.4,Changement mode,45.4,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C0A041104010005000D00110108420000A9203F0000
2025-10-04 14:11:23,56.4,Changement mode,46.4,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C0B041104010005000D00110108420000A9203F0000
2025-10-04 14:11:24,57.4,Changement mode,47.4,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C0C041104010005000D00110108420000A9203F0000
2025-10-04 14:11:25,58.4,Changement mode,48.4,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C0D041104010005000D00110108420000A9203F0000
2025-10-04 14:11:26,59.4,Changement mode,49.4,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C0E041104010005000D00110108420000A9203F0000
2025-10-04 14:17:31,60.4,Observation libre,-1139.6,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C0F041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C10041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C11041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C12041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C13041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C14041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C15041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C16041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C17041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C18041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C19041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C1A041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C1B041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C1C041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C1D041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C1E041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C1F041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C20041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C21041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C22041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C23041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C24041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ST,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C25041104010005000D00110108420000A9203F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C26041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C27041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C28041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C29041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2A041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2B041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2C041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2D041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2E041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2F041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C30041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C31041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C32041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C33041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C34041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C35041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C36041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C37041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C38041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C39041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C3A041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C3B041104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C00051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C01051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C02051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C03051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C04051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C05051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C06051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C07051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C08051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C09051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C0A051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C0B051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C0C051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C0D051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C0E051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C0F051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C10051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C11051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C12051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C13051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C14051104010005000D00110008420000A9003F0000
2025-10-04 14:18:05,425.2,Activation pompe,125.2,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C15051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C16051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C17051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C18051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C19051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C1A051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C1B051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C1C051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C1D051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C1E051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C1F051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C20051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C21051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C22051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C23051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C24051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C25051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C26051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C27051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C28051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C29051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2A051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2B051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2C051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2D051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2E051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C2F051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C30051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C31051104010005000D00110008420000A9003F0000
2025-10-04 14:18:06,459.5,Activation pompe,159.5,ECO,31.5,38.0,OFF,LOW,OFF,OFF,643F2B3F3F4C32051104010005000D00110008420000A9003F0000
